dep_time,flight,origin,dest,air_time,distance,carrier,date,arr_delay,time_hour
923,497,EWR,PBI,156,1023,UA,2013-09-11,on_time,2013-09-11T13:00:00Z
626,1794,EWR,HOU,202,1411,WN,2013-04-23,on_time,2013-04-23T10:00:00Z
1852,1711,JFK,ORD,113,740,AA,2013-08-01,late,2013-08-01T21:00:00Z
957,1277,LGA,CLT,82,544,US,2013-02-24,on_time,2013-02-24T15:00:00Z
2024,917,JFK,ORD,108,740,B6,2013-05-20,on_time,2013-05-21T00:00:00Z
1251,3316,EWR,HOU,185,1411,WN,2013-08-01,on_time,2013-08-01T16:00:00Z
1839,1236,EWR,DEN,203,1605,UA,2013-06-22,on_time,2013-06-22T22:00:00Z
707,2279,LGA,MIA,155,1096,AA,2013-12-06,on_time,2013-12-06T12:00:00Z
1510,500,JFK,LAS,297,2248,DL,2013-10-11,on_time,2013-10-11T18:00:00Z
1246,3388,LGA,CMH,74,479,MQ,2013-07-16,on_time,2013-07-16T16:00:00Z
2308,4700,EWR,CLT,88,529,EV,2013-07-12,late,2013-07-13T01:00:00Z
1647,675,JFK,LAX,344,2475,B6,2013-03-04,on_time,2013-03-04T21:00:00Z
1730,1668,EWR,SFO,349,2565,UA,2013-10-03,on_time,2013-10-03T21:00:00Z
1206,1052,EWR,PHX,282,2133,UA,2013-05-30,on_time,2013-05-30T16:00:00Z
1912,4674,LGA,CLE,67,419,MQ,2013-03-13,late,2013-03-13T22:00:00Z
1155,1879,LGA,MIA,167,1096,AA,2013-08-01,late,2013-08-01T14:00:00Z
1646,4201,EWR,DAY,72,533,EV,2013-09-28,on_time,2013-09-28T20:00:00Z
1123,314,JFK,LAX,340,2475,UA,2013-12-28,on_time,2013-12-28T16:00:00Z
1835,442,JFK,SEA,317,2422,DL,2013-10-24,on_time,2013-10-24T22:00:00Z
1156,863,JFK,LAX,340,2475,DL,2013-05-16,on_time,2013-05-16T16:00:00Z
753,4695,EWR,MSY,164,1167,EV,2013-09-16,on_time,2013-09-16T11:00:00Z
1151,2126,LGA,BOS,39,184,US,2013-01-27,on_time,2013-01-27T17:00:00Z
1726,1459,JFK,SAT,228,1587,DL,2013-04-26,on_time,2013-04-26T21:00:00Z
659,347,JFK,SFO,351,2586,UA,2013-08-14,on_time,2013-08-14T11:00:00Z
1407,1676,EWR,ORD,108,719,UA,2013-04-27,on_time,2013-04-27T18:00:00Z
1934,363,LGA,ORD,120,733,AA,2013-10-30,on_time,2013-10-30T23:00:00Z
1527,85,JFK,SFO,335,2586,AA,2013-09-18,on_time,2013-09-18T19:00:00Z
810,1429,JFK,LAS,308,2248,DL,2013-11-26,on_time,2013-11-26T13:00:00Z
1116,1143,EWR,PBI,140,1023,UA,2013-04-02,on_time,2013-04-02T15:00:00Z
615,601,JFK,FLL,144,1069,B6,2013-12-04,on_time,2013-12-04T11:00:00Z
725,785,EWR,LAX,318,2454,UA,2013-11-11,on_time,2013-11-11T12:00:00Z
846,5463,LGA,BNA,107,764,EV,2013-07-12,late,2013-07-12T12:00:00Z
1700,703,JFK,SJU,204,1598,B6,2013-06-19,on_time,2013-06-19T21:00:00Z
639,1454,LGA,IAH,186,1416,UA,2013-10-08,on_time,2013-10-08T10:00:00Z
822,1157,EWR,MSP,150,1008,DL,2013-08-06,on_time,2013-08-06T12:00:00Z
2032,4368,EWR,DAY,86,533,EV,2013-02-24,on_time,2013-02-25T01:00:00Z
1634,1635,JFK,SJU,191,1598,AA,2013-03-28,late,2013-03-28T19:00:00Z
1018,3341,EWR,DTW,81,488,9E,2013-06-09,on_time,2013-06-09T14:00:00Z
1923,3349,LGA,MSP,142,1020,MQ,2013-09-05,on_time,2013-09-05T23:00:00Z
1530,3425,JFK,DCA,49,213,MQ,2013-12-11,late,2013-12-11T19:00:00Z
830,3854,EWR,DTW,80,488,EV,2013-08-15,on_time,2013-08-15T12:00:00Z
1204,4586,EWR,SYR,37,195,EV,2013-04-30,on_time,2013-04-30T16:00:00Z
609,1103,LGA,DFW,187,1389,AA,2013-10-10,on_time,2013-10-10T10:00:00Z
1114,1529,JFK,LAS,290,2248,DL,2013-06-23,late,2013-06-23T14:00:00Z
2056,382,LGA,MDW,112,725,WN,2013-10-27,on_time,2013-10-28T00:00:00Z
1854,509,EWR,FLL,143,1065,B6,2013-05-16,on_time,2013-05-16T22:00:00Z
2003,1147,LGA,ATL,116,762,DL,2013-03-19,on_time,2013-03-20T00:00:00Z
1000,1277,LGA,CLT,82,544,US,2013-05-10,on_time,2013-05-10T13:00:00Z
1554,454,LGA,ORD,100,733,UA,2013-09-18,on_time,2013-09-18T20:00:00Z
1032,679,JFK,PHX,305,2153,US,2013-11-18,on_time,2013-11-18T15:00:00Z
1206,1143,LGA,DFW,175,1389,AA,2013-09-11,on_time,2013-09-11T16:00:00Z
953,2142,LGA,BOS,36,184,US,2013-10-14,on_time,2013-10-14T14:00:00Z
940,3608,JFK,PHL,28,94,9E,2013-08-08,on_time,2013-08-08T13:00:00Z
1550,3523,JFK,ORD,113,740,9E,2013-03-21,on_time,2013-03-21T19:00:00Z
2218,3660,LGA,BNA,98,764,MQ,2013-07-08,on_time,2013-07-09T01:00:00Z
1949,1632,LGA,ORD,106,733,UA,2013-07-02,on_time,2013-07-03T00:00:00Z
1316,1259,EWR,LAX,320,2454,UA,2013-05-22,on_time,2013-05-22T17:00:00Z
1853,926,EWR,ATL,106,746,DL,2013-08-28,late,2013-08-28T22:00:00Z
1609,1942,EWR,ATL,99,746,DL,2013-09-09,on_time,2013-09-09T19:00:00Z
749,4125,EWR,GSO,67,445,EV,2013-08-05,on_time,2013-08-05T11:00:00Z
700,981,JFK,FLL,160,1069,B6,2013-02-05,on_time,2013-02-05T12:00:00Z
753,4575,EWR,MHT,40,209,EV,2013-04-04,on_time,2013-04-04T11:00:00Z
1453,685,LGA,ORD,99,733,UA,2013-08-24,on_time,2013-08-24T18:00:00Z
1007,197,JFK,LAS,304,2248,B6,2013-02-13,on_time,2013-02-13T14:00:00Z
1656,1163,JFK,LAX,330,2475,DL,2013-06-24,on_time,2013-06-24T21:00:00Z
1125,1233,EWR,BOS,42,200,UA,2013-02-10,on_time,2013-02-10T16:00:00Z
703,472,JFK,LAX,341,2475,DL,2013-12-10,on_time,2013-12-10T12:00:00Z
1623,4667,EWR,MSP,144,1008,EV,2013-07-09,late,2013-07-09T19:00:00Z
1327,308,JFK,PWM,48,273,B6,2013-12-07,on_time,2013-12-07T18:00:00Z
1655,4411,EWR,MEM,148,946,EV,2013-11-10,on_time,2013-11-10T22:00:00Z
1855,5383,LGA,ROC,47,254,EV,2013-09-10,on_time,2013-09-10T23:00:00Z
1550,4326,EWR,CLT,81,529,EV,2013-02-21,late,2013-02-21T20:00:00Z
1500,4181,EWR,MCI,156,1092,EV,2013-09-21,on_time,2013-09-21T19:00:00Z
657,801,JFK,FLL,148,1069,B6,2013-09-02,on_time,2013-09-02T11:00:00Z
721,390,EWR,SFO,368,2565,UA,2013-04-15,on_time,2013-04-15T11:00:00Z
756,397,JFK,SFO,352,2586,UA,2013-04-02,on_time,2013-04-02T12:00:00Z
835,3815,EWR,GSO,87,445,EV,2013-02-13,on_time,2013-02-13T13:00:00Z
1653,185,JFK,SAN,331,2446,B6,2013-02-22,on_time,2013-02-22T21:00:00Z
1157,1597,JFK,BOS,39,187,DL,2013-09-12,on_time,2013-09-12T16:00:00Z
1843,3591,LGA,RDU,73,431,MQ,2013-12-15,on_time,2013-12-15T23:00:00Z
1347,4491,LGA,CLE,69,419,MQ,2013-04-17,on_time,2013-04-17T17:00:00Z
929,63,JFK,SEA,324,2422,B6,2013-10-20,on_time,2013-10-20T13:00:00Z
743,1216,EWR,SJU,214,1608,UA,2013-09-07,on_time,2013-09-07T11:00:00Z
1242,505,EWR,FLL,167,1065,B6,2013-05-04,on_time,2013-05-04T16:00:00Z
1549,3075,JFK,CVG,108,589,MQ,2013-10-24,on_time,2013-10-24T19:00:00Z
758,1511,EWR,RSW,154,1068,B6,2013-07-05,on_time,2013-07-05T12:00:00Z
1937,1439,EWR,LAX,313,2454,UA,2013-06-25,late,2013-06-25T23:00:00Z
1802,535,JFK,LAX,332,2475,UA,2013-06-15,on_time,2013-06-15T21:00:00Z
1248,1318,JFK,BOS,39,187,B6,2013-10-25,on_time,2013-10-25T16:00:00Z
1413,1161,LGA,PBI,146,1035,B6,2013-03-16,on_time,2013-03-16T18:00:00Z
1705,27,JFK,SFO,323,2586,VX,2013-07-14,on_time,2013-07-14T20:00:00Z
2139,701,JFK,SJU,217,1598,B6,2013-03-02,on_time,2013-03-03T02:00:00Z
556,707,LGA,DFW,181,1389,AA,2013-05-06,on_time,2013-05-06T10:00:00Z
658,331,LGA,ORD,131,733,UA,2013-12-14,on_time,2013-12-14T12:00:00Z
2043,4312,EWR,DCA,48,199,EV,2013-01-17,late,2013-01-18T00:00:00Z
2133,4509,EWR,PWM,47,284,EV,2013-11-04,on_time,2013-11-05T02:00:00Z
838,1831,JFK,CLT,89,541,US,2013-07-29,on_time,2013-07-29T12:00:00Z
1329,3678,EWR,ORD,105,719,MQ,2013-07-27,on_time,2013-07-27T17:00:00Z
954,248,EWR,LAX,292,2454,UA,2013-07-20,on_time,2013-07-20T14:00:00Z
1603,847,LGA,ATL,122,762,DL,2013-08-16,on_time,2013-08-16T20:00:00Z
1300,432,JFK,SFO,341,2586,DL,2013-12-26,on_time,2013-12-26T18:00:00Z
1047,1647,LGA,ATL,133,762,DL,2013-11-26,on_time,2013-11-26T16:00:00Z
1744,4411,EWR,MEM,149,946,EV,2013-04-18,late,2013-04-18T20:00:00Z
1421,4395,EWR,IND,101,645,EV,2013-09-23,on_time,2013-09-23T17:00:00Z
2256,718,JFK,BOS,36,187,B6,2013-11-09,on_time,2013-11-10T03:00:00Z
854,478,EWR,LAX,308,2454,UA,2013-05-25,on_time,2013-05-25T13:00:00Z
1929,1485,LGA,MCO,140,950,DL,2013-12-22,on_time,2013-12-23T00:00:00Z
1304,201,EWR,BNA,107,748,WN,2013-09-23,on_time,2013-09-23T17:00:00Z
857,120,JFK,LAX,331,2475,DL,2013-04-25,on_time,2013-04-25T13:00:00Z
1001,4255,EWR,CHS,101,628,EV,2013-05-16,on_time,2013-05-16T14:00:00Z
1816,413,JFK,LAX,322,2475,VX,2013-06-12,late,2013-06-12T20:00:00Z
606,709,JFK,SJU,188,1598,B6,2013-01-09,on_time,2013-01-09T11:00:00Z
1724,1134,EWR,IAH,220,1400,UA,2013-02-01,on_time,2013-02-01T22:00:00Z
2039,2454,JFK,DEN,221,1626,DL,2013-07-28,late,2013-07-28T23:00:00Z
1829,1053,EWR,CLE,68,404,UA,2013-12-29,on_time,2013-12-29T23:00:00Z
1552,3835,EWR,BNA,125,748,EV,2013-02-10,on_time,2013-02-10T20:00:00Z
1653,451,EWR,LAS,313,2227,UA,2013-05-26,on_time,2013-05-26T20:00:00Z
1433,325,JFK,TPA,144,1005,B6,2013-07-24,on_time,2013-07-24T18:00:00Z
1936,2714,LGA,MKE,109,738,WN,2013-02-20,on_time,2013-02-21T00:00:00Z
858,63,JFK,SEA,320,2422,B6,2013-07-12,on_time,2013-07-12T13:00:00Z
2019,4295,EWR,MCI,164,1092,EV,2013-04-22,late,2013-04-22T23:00:00Z
1456,255,LGA,IAH,189,1416,UA,2013-10-07,late,2013-10-07T18:00:00Z
757,2017,JFK,TPA,136,1005,DL,2013-12-03,on_time,2013-12-03T13:00:00Z
755,1491,JFK,ACK,40,199,B6,2013-08-10,on_time,2013-08-10T12:00:00Z
1136,4298,EWR,RDU,62,416,EV,2013-06-01,on_time,2013-06-01T15:00:00Z
2049,165,JFK,PDX,327,2454,B6,2013-06-04,on_time,2013-06-05T00:00:00Z
1719,1516,EWR,BOS,39,200,UA,2013-08-14,on_time,2013-08-14T21:00:00Z
1214,66,JFK,BUF,68,301,B6,2013-01-16,on_time,2013-01-16T17:00:00Z
1525,4572,EWR,GSP,88,594,EV,2013-06-03,on_time,2013-06-03T19:00:00Z
1510,1186,EWR,MIA,152,1085,UA,2013-03-29,on_time,2013-03-29T18:00:00Z
1853,245,JFK,PHX,321,2153,DL,2013-10-28,on_time,2013-10-28T23:00:00Z
1027,420,JFK,LAS,310,2248,DL,2013-12-15,on_time,2013-12-15T15:00:00Z
1019,3795,EWR,ORD,104,719,MQ,2013-03-06,on_time,2013-03-06T15:00:00Z
855,485,EWR,ATL,132,746,DL,2013-02-13,on_time,2013-02-13T14:00:00Z
1416,2079,LGA,CLT,81,544,US,2013-08-13,late,2013-08-13T16:00:00Z
611,1599,EWR,PHX,305,2133,UA,2013-02-24,on_time,2013-02-24T11:00:00Z
1832,2019,LGA,MSP,149,1020,DL,2013-02-17,on_time,2013-02-17T23:00:00Z
1442,1543,LGA,CLT,88,544,US,2013-07-15,on_time,2013-07-15T18:00:00Z
1238,658,JFK,SYR,43,209,B6,2013-05-20,on_time,2013-05-20T16:00:00Z
2010,245,JFK,PHX,285,2153,DL,2013-08-09,late,2013-08-09T22:00:00Z
1649,3523,JFK,ORD,112,740,9E,2013-02-02,on_time,2013-02-02T20:00:00Z
629,4393,EWR,IND,89,645,EV,2013-09-07,on_time,2013-09-07T10:00:00Z
1443,4193,EWR,MSP,144,1008,EV,2013-07-08,late,2013-07-08T17:00:00Z
1024,2343,EWR,ATL,116,746,DL,2013-10-24,on_time,2013-10-24T14:00:00Z
904,517,EWR,MCO,140,937,B6,2013-04-25,on_time,2013-04-25T13:00:00Z
608,1279,LGA,MEM,136,963,DL,2013-07-22,on_time,2013-07-22T10:00:00Z
1004,3795,EWR,ORD,111,719,MQ,2013-03-13,on_time,2013-03-13T14:00:00Z
945,251,JFK,LAS,300,2248,VX,2013-09-15,on_time,2013-09-15T13:00:00Z
904,1057,LGA,MIA,170,1096,DL,2013-06-30,on_time,2013-06-30T13:00:00Z
1224,3839,EWR,MDW,116,711,WN,2013-04-03,on_time,2013-04-03T16:00:00Z
631,215,EWR,BOS,38,200,UA,2013-11-13,on_time,2013-11-13T11:00:00Z
1808,2191,LGA,DCA,46,214,US,2013-10-25,late,2013-10-25T22:00:00Z
831,717,LGA,DFW,190,1389,AA,2013-02-17,on_time,2013-02-17T13:00:00Z
737,1701,EWR,FLL,141,1065,UA,2013-04-17,on_time,2013-04-17T11:00:00Z
801,398,EWR,PDX,328,2434,UA,2013-11-03,on_time,2013-11-03T13:00:00Z
1847,2019,LGA,STL,136,888,AA,2013-03-11,on_time,2013-03-11T22:00:00Z
1746,1629,JFK,LAS,303,2248,DL,2013-03-07,on_time,2013-03-07T22:00:00Z
1043,235,LGA,IAH,202,1416,UA,2013-03-08,on_time,2013-03-08T15:00:00Z
1458,3325,JFK,DFW,170,1391,9E,2013-06-21,on_time,2013-06-21T18:00:00Z
1657,329,JFK,SJU,183,1598,DL,2013-03-07,on_time,2013-03-07T22:00:00Z
1830,4131,EWR,RIC,58,277,EV,2013-12-22,on_time,2013-12-22T23:00:00Z
1631,675,JFK,LAX,332,2475,B6,2013-05-31,on_time,2013-05-31T20:00:00Z
1005,1277,LGA,CLT,100,544,US,2013-02-26,on_time,2013-02-26T15:00:00Z
756,901,JFK,FLL,143,1069,B6,2013-09-02,on_time,2013-09-02T12:00:00Z
1710,4695,EWR,RDU,68,416,EV,2013-10-17,on_time,2013-10-17T20:00:00Z
1018,6177,EWR,IAD,52,212,EV,2013-09-16,on_time,2013-09-16T14:00:00Z
1854,2042,EWR,ATL,111,746,DL,2013-07-10,late,2013-07-10T20:00:00Z
1749,785,LGA,DFW,169,1389,AA,2013-08-24,on_time,2013-08-24T21:00:00Z
720,443,JFK,MIA,170,1089,AA,2013-06-07,on_time,2013-06-07T11:00:00Z
726,4293,EWR,BNA,126,748,WN,2013-12-27,on_time,2013-12-27T12:00:00Z
1832,2131,LGA,DTW,79,502,DL,2013-03-28,on_time,2013-03-28T22:00:00Z
1843,245,JFK,PHX,275,2153,DL,2013-07-21,on_time,2013-07-21T22:00:00Z
1638,3,EWR,DEN,224,1605,WN,2013-02-15,on_time,2013-02-15T21:00:00Z
1533,4205,JFK,BWI,45,184,9E,2013-05-23,late,2013-05-23T18:00:00Z
749,1216,EWR,SJU,190,1608,UA,2013-05-11,on_time,2013-05-11T11:00:00Z
2249,2002,JFK,BUF,55,301,B6,2013-12-04,on_time,2013-12-05T03:00:00Z
1439,391,EWR,DEN,218,1605,UA,2013-11-27,on_time,2013-11-27T19:00:00Z
749,3478,LGA,DTW,83,502,MQ,2013-08-18,on_time,2013-08-18T11:00:00Z
1452,1769,JFK,MIA,175,1089,AA,2013-02-15,on_time,2013-02-15T19:00:00Z
1047,3852,EWR,DTW,84,488,EV,2013-11-15,on_time,2013-11-15T15:00:00Z
1813,535,JFK,LAX,352,2475,UA,2013-04-01,on_time,2013-04-01T21:00:00Z
1508,1600,EWR,LAX,335,2454,UA,2013-02-11,on_time,2013-02-11T20:00:00Z
920,1519,EWR,STT,214,1634,UA,2013-08-04,on_time,2013-08-04T13:00:00Z
1451,2285,JFK,MCO,131,944,AA,2013-09-19,on_time,2013-09-19T18:00:00Z
1105,695,JFK,MCO,123,944,DL,2013-05-22,on_time,2013-05-22T15:00:00Z
2124,97,JFK,DEN,226,1626,B6,2013-01-04,on_time,2013-01-05T02:00:00Z
919,407,JFK,LAX,339,2475,VX,2013-10-03,on_time,2013-10-03T13:00:00Z
1534,2088,LGA,CLT,83,544,US,2013-10-12,on_time,2013-10-12T19:00:00Z
902,970,LGA,FLL,166,1076,DL,2013-11-26,on_time,2013-11-26T14:00:00Z
727,269,JFK,SFO,355,2586,DL,2013-08-03,late,2013-08-03T11:00:00Z
622,482,EWR,FLL,166,1065,UA,2013-11-26,on_time,2013-11-26T11:00:00Z
1604,161,JFK,MIA,160,1089,DL,2013-03-06,on_time,2013-03-06T21:00:00Z
755,4233,EWR,BTV,44,266,EV,2013-02-05,on_time,2013-02-05T12:00:00Z
1628,1078,EWR,SAT,256,1569,UA,2013-02-13,on_time,2013-02-13T21:00:00Z
1602,141,JFK,SFO,331,2586,DL,2013-10-17,on_time,2013-10-17T19:00:00Z
1727,356,LGA,DEN,237,1620,WN,2013-11-24,late,2013-11-24T21:00:00Z
2100,2680,EWR,BOS,38,200,B6,2013-11-29,on_time,2013-11-30T02:00:00Z
1817,4674,LGA,CLE,68,419,MQ,2013-03-22,on_time,2013-03-22T22:00:00Z
1737,2625,LGA,MDW,124,725,WN,2013-06-24,late,2013-06-24T20:00:00Z
1152,133,JFK,RSW,153,1074,B6,2013-02-10,on_time,2013-02-10T16:00:00Z
2225,1203,JFK,SJU,212,1598,B6,2013-08-12,on_time,2013-08-13T02:00:00Z
1112,523,EWR,MCO,120,937,B6,2013-05-14,on_time,2013-05-14T15:00:00Z
1836,1643,JFK,SEA,324,2422,DL,2013-03-23,on_time,2013-03-23T22:00:00Z
1835,3301,LGA,RDU,69,431,MQ,2013-08-29,late,2013-08-29T21:00:00Z
1945,363,LGA,ORD,107,733,AA,2013-06-27,on_time,2013-06-27T23:00:00Z
1626,6101,LGA,IAD,45,229,EV,2013-09-20,on_time,2013-09-20T20:00:00Z
2156,301,EWR,MCO,144,937,UA,2013-02-16,on_time,2013-02-17T02:00:00Z
1225,66,JFK,BUF,57,301,B6,2013-05-11,on_time,2013-05-11T16:00:00Z
1340,117,JFK,LAX,312,2475,AA,2013-08-24,on_time,2013-08-24T17:00:00Z
751,1103,JFK,RDU,67,427,B6,2013-05-27,on_time,2013-05-27T11:00:00Z
552,5747,LGA,IAD,42,229,EV,2013-06-21,on_time,2013-06-21T10:00:00Z
1137,1493,EWR,LAX,317,2454,UA,2013-05-10,on_time,2013-05-10T15:00:00Z
1602,1638,EWR,CLE,59,404,UA,2013-07-25,on_time,2013-07-25T19:00:00Z
1457,1593,EWR,MCO,146,937,UA,2013-08-17,on_time,2013-08-17T18:00:00Z
1738,1109,EWR,MCO,130,937,UA,2013-09-10,on_time,2013-09-10T21:00:00Z
1247,505,EWR,FLL,138,1065,B6,2013-05-01,on_time,2013-05-01T16:00:00Z
941,4060,LGA,DAY,85,549,9E,2013-03-27,on_time,2013-03-27T13:00:00Z
1936,1454,EWR,SAN,307,2425,UA,2013-05-16,on_time,2013-05-16T23:00:00Z
952,654,EWR,ORD,118,719,UA,2013-10-29,on_time,2013-10-29T14:00:00Z
1249,137,LGA,STL,124,888,WN,2013-09-30,on_time,2013-09-30T16:00:00Z
1603,1043,JFK,SEA,340,2422,DL,2013-05-16,on_time,2013-05-16T19:00:00Z
2135,185,JFK,LAX,344,2475,AA,2013-12-15,on_time,2013-12-16T02:00:00Z
724,1736,LGA,PHL,34,96,US,2013-09-22,on_time,2013-09-22T11:00:00Z
1745,413,JFK,LAX,328,2475,VX,2013-05-05,late,2013-05-05T20:00:00Z
1924,1128,LGA,IAH,203,1416,UA,2013-12-17,on_time,2013-12-17T23:00:00Z
637,343,LGA,DEN,209,1620,UA,2013-03-14,on_time,2013-03-14T10:00:00Z
554,461,LGA,ATL,111,762,DL,2013-09-26,on_time,2013-09-26T10:00:00Z
628,2023,EWR,CLT,80,529,US,2013-09-05,on_time,2013-09-05T10:00:00Z
2108,4700,EWR,CLT,79,529,EV,2013-11-20,on_time,2013-11-21T02:00:00Z
804,2946,JFK,BUF,55,301,9E,2013-11-03,on_time,2013-11-03T13:00:00Z
829,3355,LGA,BNA,108,764,MQ,2013-09-12,on_time,2013-09-12T12:00:00Z
1211,3658,LGA,ATL,105,762,MQ,2013-09-29,on_time,2013-09-29T16:00:00Z
756,4991,LGA,MCI,160,1107,EV,2013-06-03,on_time,2013-06-03T11:00:00Z
610,288,EWR,FLL,157,1065,UA,2013-12-02,on_time,2013-12-02T11:00:00Z
1923,884,LGA,DEN,241,1620,DL,2013-02-23,late,2013-02-23T22:00:00Z
1625,2231,LGA,DTW,85,502,DL,2013-02-25,on_time,2013-02-25T21:00:00Z
2051,1731,LGA,MDW,113,725,WN,2013-04-16,on_time,2013-04-17T00:00:00Z
625,2,JFK,BUF,50,301,B6,2013-05-08,on_time,2013-05-08T10:00:00Z
1321,325,EWR,BOS,35,200,UA,2013-04-10,late,2013-04-10T16:00:00Z
1904,1473,LGA,CLT,86,544,US,2013-07-25,on_time,2013-07-25T22:00:00Z
1941,4413,LGA,XNA,199,1147,MQ,2013-01-16,late,2013-01-16T22:00:00Z
2143,1066,EWR,BOS,40,200,UA,2013-03-01,on_time,2013-03-02T02:00:00Z
818,1959,JFK,MCO,116,944,DL,2013-08-28,on_time,2013-08-28T12:00:00Z
1238,1131,LGA,DTW,80,502,DL,2013-04-26,on_time,2013-04-26T16:00:00Z
1714,3530,LGA,DTW,86,502,MQ,2013-12-17,late,2013-12-17T22:00:00Z
1734,695,JFK,AUS,238,1521,AA,2013-03-19,late,2013-03-19T21:00:00Z
712,399,JFK,LAX,315,2475,VX,2013-09-01,on_time,2013-09-01T11:00:00Z
1117,4391,EWR,MCI,188,1092,EV,2013-01-03,on_time,2013-01-03T16:00:00Z
1921,3992,LGA,GSP,94,610,9E,2013-12-02,on_time,2013-12-03T00:00:00Z
1707,257,JFK,LAS,300,2248,AA,2013-08-09,on_time,2013-08-09T21:00:00Z
1353,2130,LGA,BOS,37,184,US,2013-06-14,on_time,2013-06-14T18:00:00Z
856,4478,LGA,DTW,108,502,MQ,2013-01-17,on_time,2013-01-17T14:00:00Z
1651,759,LGA,DFW,220,1389,AA,2013-05-23,late,2013-05-23T18:00:00Z
2149,655,EWR,BOS,34,200,UA,2013-09-13,on_time,2013-09-14T01:00:00Z
1627,5712,JFK,IAD,44,228,EV,2013-08-15,late,2013-08-15T18:00:00Z
1532,1899,LGA,CLT,78,544,US,2013-08-26,on_time,2013-08-26T19:00:00Z
1440,1107,EWR,DEN,225,1605,UA,2013-10-26,on_time,2013-10-26T18:00:00Z
1933,645,LGA,ATL,111,762,FL,2013-05-03,late,2013-05-03T22:00:00Z
1837,1151,EWR,SEA,324,2402,UA,2013-07-13,on_time,2013-07-13T22:00:00Z
1349,3567,LGA,CLT,76,544,MQ,2013-06-12,on_time,2013-06-12T17:00:00Z
1724,1176,EWR,BOS,39,200,B6,2013-01-16,late,2013-01-16T21:00:00Z
1554,1461,JFK,LAX,351,2475,DL,2013-03-18,on_time,2013-03-18T20:00:00Z
1215,4625,EWR,CLT,82,529,EV,2013-05-09,on_time,2013-05-09T16:00:00Z
1523,3532,LGA,XNA,178,1147,MQ,2013-07-23,late,2013-07-23T19:00:00Z
1450,377,LGA,FLL,195,1076,B6,2013-05-02,on_time,2013-05-02T18:00:00Z
1111,2099,LGA,MIA,161,1096,AA,2013-02-22,on_time,2013-02-22T16:00:00Z
2049,399,LGA,MCO,144,950,B6,2013-03-13,on_time,2013-03-14T01:00:00Z
2125,1677,JFK,JAX,108,828,B6,2013-08-06,on_time,2013-08-07T01:00:00Z
1804,5311,LGA,BGR,61,378,EV,2013-09-28,on_time,2013-09-28T22:00:00Z
1920,4277,JFK,ORF,50,290,9E,2013-02-21,late,2013-02-21T23:00:00Z
1045,1847,LGA,ATL,117,762,DL,2013-11-06,on_time,2013-11-06T15:00:00Z
1633,2402,JFK,BUF,52,301,B6,2013-06-23,late,2013-06-23T18:00:00Z
906,1288,EWR,IAH,203,1400,UA,2013-05-15,on_time,2013-05-15T13:00:00Z
1223,1670,EWR,SFO,348,2565,UA,2013-12-22,on_time,2013-12-22T16:00:00Z
953,1847,LGA,ATL,121,762,DL,2013-08-18,on_time,2013-08-18T14:00:00Z
843,3407,LGA,CMH,71,479,MQ,2013-09-23,on_time,2013-09-23T12:00:00Z
1529,987,EWR,LAS,295,2227,UA,2013-03-12,on_time,2013-03-12T19:00:00Z
1455,399,EWR,ORD,111,719,UA,2013-10-03,on_time,2013-10-03T19:00:00Z
1149,4974,LGA,BTV,40,258,EV,2013-08-01,on_time,2013-08-01T15:00:00Z
936,375,LGA,FLL,150,1076,B6,2013-04-19,on_time,2013-04-19T13:00:00Z
831,3363,JFK,RDU,71,427,MQ,2013-07-03,on_time,2013-07-03T12:00:00Z
556,461,LGA,ATL,100,762,DL,2013-09-19,on_time,2013-09-19T10:00:00Z
721,1444,EWR,MSY,154,1167,UA,2013-10-06,on_time,2013-10-06T11:00:00Z
900,59,JFK,TPA,151,1005,B6,2013-01-25,on_time,2013-01-25T14:00:00Z
1014,893,JFK,CLT,92,541,US,2013-11-21,on_time,2013-11-21T15:00:00Z
926,456,EWR,FLL,146,1065,UA,2013-11-04,on_time,2013-11-04T14:00:00Z
1304,307,LGA,IAH,189,1416,UA,2013-05-03,on_time,2013-05-03T17:00:00Z
802,2017,JFK,TPA,151,1005,DL,2013-12-08,on_time,2013-12-08T13:00:00Z
2123,1454,LGA,IAH,183,1416,UA,2013-05-08,late,2013-05-08T22:00:00Z
557,1668,EWR,SFO,366,2565,UA,2013-11-08,on_time,2013-11-08T11:00:00Z
1241,1186,EWR,MIA,157,1085,UA,2013-06-09,on_time,2013-06-09T16:00:00Z
701,1815,JFK,MCO,135,944,AA,2013-02-11,on_time,2013-02-11T11:00:00Z
1707,4684,EWR,SDF,108,642,EV,2013-03-14,late,2013-03-14T19:00:00Z
638,4166,EWR,GSP,89,594,EV,2013-10-15,on_time,2013-10-15T10:00:00Z
950,972,EWR,AUS,204,1504,WN,2013-05-02,on_time,2013-05-02T13:00:00Z
1926,2925,JFK,MSY,162,1182,9E,2013-11-05,on_time,2013-11-06T00:00:00Z
2222,3660,LGA,BNA,132,764,MQ,2013-12-23,late,2013-12-24T02:00:00Z
1719,2331,LGA,DTW,76,502,DL,2013-06-21,on_time,2013-06-21T21:00:00Z
1908,884,LGA,DEN,232,1620,DL,2013-03-23,late,2013-03-23T21:00:00Z
854,485,EWR,ATL,108,746,DL,2013-04-30,on_time,2013-04-30T13:00:00Z
